id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
CAND-000861__7a07e764,A Categorical Archive of ChatGPT Failures,Ali Borji,2023,10.21203/rs.3.rs-2895792/v1,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000861__7a07e764.pdf,2,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Research Square,general cross-domain,Taxonomy of failures in ChatGPT conversational interactions | Risk and limitation catalog for dialogue-system LLMs,failure_mode_catalog | model_behavior | output_quality,failure_taxonomy_for_governance_context | risk_identification_in_conversational_LLMs,9ec87145716b3e0a912ba27f8c3e71e892ee486ee02fd2fd54c9d4faadcc2f1c,"However, a comprehensive analysis of ChatGPT’s failures is lacking, which is the focus of this study.",,
CAND-000864__1f3ce3cc,SILO Language Models: Isolating Legal Risk in a Nonparametric Datastore,"Sewon Min, Suchin Gururangan, Eric Wallace, Weijia Shi, Hannaneh Hajishirzi, Noah A. Smith, Luke Zettlemoyer",2023,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000864__1f3ce3cc.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,machine learning / natural language processing,Isolating legal and data-use risk in language models through inference-time nonparametric datastores | Compliance-oriented model design with attribution and opt-out affordances,compliance_controls | inference_time_retrieval | parametric_model | training_data_curation,generative_AI_governance | legal_compliance | privacy_and_data_rights | risk_mitigation,ba19745182092591a0bb78acbc0e764266ea617576ce6f76958ba4c2498c7027,"We present SILO, a new language model that manages this risk-performance tradeoff during inference.",,
CAND-000973__92b52521,"Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations",Siva Sai; Aanchal Gaur; Revant Sai; Vinay Chamola; Mohsen Guizani; Joel J. J. P. C. Rodrigues,2024,10.1109/ACCESS.2024.3367715,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000973__92b52521.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,IEEE Access,healthcare,"Generative AI and LLM applications in healthcare | Applications, case studies, and limitations with brief chatbot mention",application layer | model layer | risk/limitation layer,LLM and generative AI technologies | limited alignment with conversational governance mechanisms | regulated healthcare context,068c7c2d63826c4ae68d5c459c09d42c1604f4f913105055a8fe644d9fad3c4b,"Generative AI for Transformative Healthcare: A Comprehensive Study of Emerging Models, Applications, Case Studies and Limitations",,Ano e DOI corrigidos com base nos metadados da versão integral.
CAND-000980__a7082414,Optimization of hepatological clinical guidelines interpretation by large language models: a retrieval augmented generation-based framework,"Simone Kresevic, Mauro Giuffrè, Milos Ajcevic, Agostino Accardo, Lory S. Crocè, Dennis L. Shung",2024,10.1038/s41746-024-01091-y,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000980__a7082414.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,npj Digital Medicine,healthcare,LLM-RAG optimization for clinical guideline interpretation | structured guideline formatting and prompt engineering in hepatology CDSS,"evaluation layer (expert review, text-similarity scores) | model layer (GPT-4 Turbo) | prompt engineering layer | retrieval/knowledge layer (guideline corpus, RAG)",human oversight via expert review in evaluation | operational technical governance of knowledge delivery | regulated healthcare LLM application,8e9ed482cb8f51d1576c45648ab640422ce943db71eec46e82ba7adf79af1dc2,"Utilizing OpenAI’s GPT-4 Turbo model, we developed a customized LLM framework that incorporates retrieval augmented generation (RAG) and prompt engineering.",,
CAND-000985__85aeb890,The Opportunities and Risks of Large Language Models in Mental Health,Hannah R Lawrence; Renee A Schneider; Susan B Rubin; Maja J Matarić; Daniel J McDuff; Megan Jones Bell,2024,10.2196/59479,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000985__85aeb890.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,JMIR Ment Health,mental health / health care,"Opportunities and risks of LLMs in mental health | Responsible development, testing, and deployment",deployment | development | oversight | testing,ethical compliance | governance | human oversight | regulated healthcare | risk control,b33609a8691b8a3197e39b37efe7ea1424aefa4f78c5e412d0ac7aa6bd554c55,Viewpoint The Opportunities and Risks of Large Language Models in Mental Health,,
CAND-001017__af7d2791,"Benchmarking large language models for congenital cataract parent counseling: safety, readability, and knowledge translation of developmental and genetic information","Ligang Jiang, Yihan Zhu, Chunyan Song, Xinya Hu, Xianming Fan, Weihua Yang, Yune Zhao",2026,10.3389/fcell.2026.1785731,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001017__af7d2791.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Frontiers in Cell and Developmental Biology,healthcare,Safety and quality benchmarking of conversational LLMs for medical parent counseling | Pediatric ophthalmology congenital cataract counseling in Chinese,application_layer | output_quality_layer,deployment_readiness_in_healthcare | human_oversight_of_LLM_outputs | safety_in_regulated_conversational_AI,2919b679a3553d9d284024833f65b67e8eeafa119ce235803decf4934ec78849,"REVIEWED BY Runhan Shi, Fudan University, China John Davis Akkara",,
CAND-001038__3f5a3c69,Large Language Models in Portuguese for Healthcare: A Systematic Review,Andre Massahiro Shimaoka; Antonio Carlos da Silva Junior; José Marcio Duarte; Thiago Bulhões da Silva Costa; Ivan Torres Pisa; Luciano Rodrigo Lopes; Paulo Bandiera-Paiva,2025,10.21203/rs.3.rs-6673690/v1,excluir_versao_redundante,versao_redundante,corpus_historico_177,CAND-001051__39543eeb,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001038__3f5a3c69.pdf,1,corpus_analitico_unico_tratado,não,Preprint substituído pela versão publicada CAND-001051__39543eeb.,2026-08-23,validado_pelo_autor,,,,,,,,,,
CAND-001051__39543eeb,Large language models in portuguese for healthcare: a systematic review,"Andre Massahiro Shimaoka, Antonio Carlos da Silva Junior, José Marcio Duarte, Thiago Bulhões da Silva Costa, Ivan Torres Pisa, Luciano Rodrigo Lopes, Paulo Bandiera-Paiva",2026,10.1007/s42600-026-00465-3,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001051__39543eeb.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Research on Biomedical Engineering,healthcare,State of Portuguese LLMs in healthcare | Application types and research gaps,técnica | interacional | regulatória,peripheral_conversational_application | regulated_llm_context,04b8f394c84172902b60ad1607f97d9ada490f66d9a30ccc88b2c40d47844e8b,"We identified 32 models, mostly based on BERTimbau, mBERT, and BioBERTpt.",,Camadas normalizadas a partir dos mecanismos documentados no texto integral.
CAND-001153__1cfcd0d8,Don't blame me: How Intelligent Support Affects Moral Responsibility in Human Oversight,"Cedric Faas, Richard Uth, Sarah Sterz, Markus Langer, Anna Maria Feit",2026,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001153__1cfcd0d8.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Proceedings of the ACM Intelligent User Interfaces,multissetorial/transversal,Human oversight and moral responsibility under intelligent decision support | Effects of restricting overseer intervention options,oversight_architecture | regulatory_compliance | user_interface_design,accountability | human_oversight | regulated_high_stakes_context | risk_mitigation,dc2cd5c166fdeb109e39c11a598da23ab1437921e514e6f74dec3bc45a7de5c9,"The goal of our study was to investigate how a decision support system that restricted available interventions would affect overseer's perceived moral responsibility, in particular in cases where the support errs.",,Setor normalizado a partir do escopo transversal do estudo.
CAND-001160__32fd8954,SARA: Leveraging LLM Agents and Jurisprudential Ontologies for Automated Legal Reasoning,Francisco C J Bonfim; Sara Pessoa Silva; Alicia S Neves; Henrique Santos; João A Monteiro Neto; Jorge L B Araujo; Rilder S Pires; Ricardo Alexandre Da Silva Costa; Vasco Furtado; Vladia Pinheiro,2024,unclear,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001160__32fd8954.pdf,3,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,judiciary,"LLM governance through ontology-grounded legal reasoning in judicial deployment | Traceability, explainability, and regulatory compliance in court AI systems",document extraction | evidence linkage | governance assessment via competence questions | knowledge retrieval | reasoning generation,LLM governance in regulated environments | accountability and explainability | compliance and ethical guidelines | deployment and operational impact | knowledge governance via ontologies,af8035bdf577f3688ff58274b5392a7c48859abb872ff1ff496c506060c78467,"Module 4 handles the integration with the Jurisprudential Knowledge Graph (Jur-KG), enabling the retrieval of legally and co",,
CAND-001164__97231382,"Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study",Kostis Giannakopoulos; Argyro Kavadella; Anas Aaqel Salim; Vassilis Stamatopoulos; Eleftherios G Kaklamanos,2023,10.2196/51580,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001164__97231382.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Journal of Medical Internet Research,health care; dentistry; dental education,Performance and risk of LLM chat tools in regulated clinical practice | Evidence-based dentistry decision support,application layer | human oversight layer,conversational AI in health care | human oversight and risk | regulated LLM deployment context,c99c067ae22438020b6f834550e15d2ffaf8cfc1acaed332bedd65a798d304e9,"This study aims to comparatively evaluate the answers provided by 4 LLMs, namely Bard (Google LLC), ChatGPT-3.5 and ChatGPT-4 (OpenAI), and Bing Chat (Microsoft Corp), to clinically relevant questions from the field of dentistry.",,
CAND-001169__b49875b9,Online Health Information–Seeking in the Era of Large Language Models: Cross-Sectional Web-Based Survey Study,Hye Sun Yun; Timothy Bickmore,2025,10.2196/68560,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-001169__b49875b9.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Journal of Medical Internet Research,health care / consumer health information,"Consumer use and cautious uptake of LLM-based health information | Verification, trust, and adherence differences across information sources",end_user_layer | information_source_comparison,human_oversight_contestation | regulated_high_stakes | risk_audit_compliance,9cb6c591b00e1771ea03771f587586187aa3a159b0f9d7b985d6cd79071ef281,"As large language model (LLM)–based chatbots such as ChatGPT (OpenAI) grow in popularity, it is essential to understand their role in delivering online health information",,
