"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000394__ec64aec9","AI Governance Control Stack for Operational Stability: Achieving Hardened Governance in AI Systems","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The text proposes a layered AI Governance Control Stack with accountability artefacts, monitoring, drift detection, and escalation for enterprise and regulated deployments, including generative AI. It strongly addresses governance, observability, audit, and regulated sectors, but provides only minimal direct evidence on conversational systems, chatbots, or dialogue-specific governance.","","","CAND-000394__ec64aec9.pdf","0cea6d38c8e2feb8ca5681d78b15f0cff48085720014c840464f59cc4a245816"
"CAND-000395__c6584b04","Governed AI-Assisted Engineering: Graduated Human Oversight for Agentic Code Generation in Regulated Domains","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper strongly addresses graduated human oversight, compliance evidence, audit trails, and regulated-domain governance for agentic LLM-based systems, but its primary focus is software engineering and agentic code generation rather than conversational AI governance, chatbots, or customer-facing conversational systems central to the review scope.","","","CAND-000395__c6584b04.pdf","75f44695e22ed1ee288d0a967e0ebde79a573d9bcd672bc958d41e07d065aa19"
"CAND-000396__3f005558","Beyond Words: Infusing Conversational Agents with Human-like Typing Behaviors","exclude","exclusao","sim","adjudicacao_pipeline","","Embora use LLMs e agentes conversacionais e mencione trustworthiness, o foco é UX de digitação (hesitação, autoedição) e engajamento conversacional, não mecanismos ou práticas de governança em ambientes regulados exigidos pelo escopo da revisão.","","","CAND-000396__3f005558.pdf","8d9ab38e96c96723920644082be9e177dd36e8a9063509b2f99a99bee1254a6e"
"CAND-000397__02d8a2e6","Reproducibility: The New Frontier in AI Governance","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper argues that weak reproducibility protocols erode policymakers' ability to enact meaningful AI governance and recommends preregistration, increased statistical power, and negative-result publication. Provided text contains no discussion of conversational systems, chatbots, agents, RAG, guardrails, observability, audit logs, human oversight of deployed conversational AI, or sector-specific regulated deployment of LLM conversational systems. It is relevant as foundational context on meta-level AI governance and scientific standards for risk assessment, but not as central evidence for conversational governance in regulated LLM environments.","","","CAND-000397__02d8a2e6.pdf","44b4d204cfe9b8550e68511a543f0c6d1e30a52b4a37a0d6684c3b2cf4526731"
"CAND-000398__5d67f4fc","Minimal Oversight: Uncertainty-Aware Governance for Delegated AI Systems","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The provided text strongly addresses uncertainty-aware governance, oversight allocation, trust calibration, and human intervention in delegated AI systems, with secondary LLM-as-judge discussion. It does not present conversational AI, chatbots, or regulated-domain deployment as the primary study object in the supplied excerpts, so it is better suited as foundational governance theory than as central conversational-governance evidence.","","","CAND-000398__5d67f4fc.pdf","4af16926d75234498cbb097e5d6a104cbaeebcedc2b2c255ff4a82799465e1ae"
"CAND-000399__dd91bdfd","PALLM: Evaluating and Enhancing PALLiative Care Conversations with Large Language Models","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study directly addresses LLMs applied to clinical/palliative care conversations in a regulated healthcare setting, but the provided text centers on using LLMs as evaluators of communication quality rather than on governance mechanisms such as guardrails, audit, compliance controls, human oversight, accountability, or operational governance of conversational systems.","","","CAND-000399__dd91bdfd.pdf","5813edbb39d264927de00d9d34fdb933894e35535393150b50460c84012b38b5"
"CAND-000400__acf13cd1","Is Self-knowledge and Action Consistent or Not: Investigating Large Language Model's Personality","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper concerns LLMs and briefly mentions safety and responsibility, its core focus is anthropomorphic personality assessment and the disjunction between stated traits and demonstrated behavior. The provided text contains no evidence on conversational governance, chatbots/agents, guardrails, observability, human oversight, contestation, or regulated-domain operational controls. Python triage flagged it as supporting_candidate, but full-text scope is misaligned with the review's governance focus.","","","CAND-000400__acf13cd1.pdf","95dbd3490185477f043c22e72eabdc509e7127ec893f5e25000726e1e6311638"
"CAND-000402__c8c245c7","A Multilevel Framework for AI Governance","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper's primary contribution is a multilevel governance framework for AI involving governments, corporations, and citizens, mediated by trust dimensions. It is highly relevant to AI governance and ethics in regulated contexts, but the provided text does not center conversational systems, LLM operational controls, guardrails, observability, or deployment governance specific to conversational AI in regulated environments. ChatGPT appears only as a brief illustrative example for citizen AI literacy.","","","CAND-000402__c8c245c7.pdf","e026707d41a15e436493d340ccdd6dfdfc3ffa20c17dd097997f390a963d0c67"
"CAND-000403__76231030","Towards an AI Observatory for the Nuclear Sector: A tool for anticipatory governance","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper strongly addresses anticipatory AI governance in the highly regulated nuclear sector and notes generative AI adoption risks, but the provided text does not center conversational LLM systems or operational conversational governance mechanisms (guardrails, observability, handoff, contestation) required for central evidence in this review.","","","CAND-000403__76231030.pdf","ac27dbca932260ab8e432285ea652df0a922a5e624a99b60ba338ccec9b7d5c2"
"CAND-000404__bc9b6145","Secure Human Oversight of AI: Threat Modeling in a Socio-Technical Context","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","O artigo aborda diretamente governança e supervisão humana de IA em contextos regulados (incluindo EU AI Act e sistemas de alto risco), com foco em segurança, accountability e vetores de ataque. Menciona LLMs, agentes e chatbots, mas o núcleo é threat modeling da arquitetura de supervisão humana, não governança conversacional de sistemas LLM.","","","CAND-000404__bc9b6145.pdf","94b410eb830b0d4755e7ec64e20b2007c5dc10f97d30de43f300e4088977a167"
"CAND-000405__0b3032db","The Global Majority in International AI Governance","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The text is a conceptual chapter on international AI governance and the Global AI Divide, with emphasis on inequities in development, regulation, and participation of Global Majority countries. It references generative AI and models such as ChatGPT and GPT-4 only as illustrations of infrastructure and development asymmetries, and discusses national AI bills, risk-based regulation, and ethical deployment at policy level. It does not address conversational AI systems, operational governance mechanisms such as guardrails, RAG, observability, tracing, human handoff, or post-deployment monitoring of LLM-based conversational systems in regulated environments.","","","CAND-000405__0b3032db.pdf","c027c043cd5ead7b175ccf3511c00f235fb3ddaee672986196b990de2e662240"
"CAND-000406__21a350de","Does My Chatbot Have an Agenda? Understanding Human and AI Agency in Human-Human-like Chatbot Interaction","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","Strong empirical fit for LLM-based conversational agents, perceived agency, transparency, and human control in sustained dialogue; however, the study is an HCI companion-chatbot investigation without deployment or evaluation in regulated/high-stakes domains such as health, finance, or public sector compliance.","","","CAND-000406__21a350de.pdf","50b0c343d6250ab5ba3f1144adf64d5fbf977c2ffacdbf461a64be5604137028"
"CAND-000409__aea11bd9","How Different AI Chatbots Behave? Benchmarking Large Language Models in Behavioral Economics Games","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper clearly concerns LLM-based chatbots and mentions deployment implications, reliability, trust, fairness, and risk in a behavioral-economics sense, the provided text contains no evidence on governance mechanisms, guardrails, observability, supervision, contestation, compliance, or regulated-domain application. The work is behavioral benchmarking rather than governance research.","","","CAND-000409__aea11bd9.pdf","df8f7debf99e52eef9bb5e3884c83f3959817192e5f0a289761ffa47f033a922"
